store_number,terminal,store_name,sale_id,customerid,sale_date,product_description,sale_start_time,sale_end_time,sale_type,line_number,cashier_number,cashier_name,customer_name,customer_member_level,customer_phone,customer_address,customer_city,customer_zip,product_code,sub_department,sale_qty,sale_price,weight,price,price_split,fs,fsa,tax1,tax2,tax3,tax4,tax5,tax6,tax7,wic,scalable,follow_sub,price_type,product_description,cost,case_size,void_flag,refund_flag,price_modification,store_coupon,vendor_coupon,category,category_description,sub_department_description,vendor_id,vendor_name,package_discount,limited_discount,item_discount_amount,item_discount_percent,elec_store_coupon,qty,total_sales,customer_state,store_address,store_city,store_state,store_zip,store_phone,brand,size,points,redeemed_points,price_modification
725,902,mikes playground,106,,4/29/2025,Whoppers 1 box,145114,145148,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2.19,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0,0,0,1,2.19,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,107,,4/29/2025,Whoppers 1 box,145743,150302,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2.19,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0,0,0,1,2.19,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,108,,4/29/2025,Whoppers 1 box,150502,150635,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0.19,0,0,1,2,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,109,,4/29/2025,Snickers 1 box,151603,151609,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,1.99,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,TPR,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,0,1,1.99,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,110,,4/29/2025,Snickers 1 box,151821,151828,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,1.79,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,SALE,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,111,,4/29/2025,Snickers 1 box,152318,152329,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,1.79,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,SALE,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,112,,4/29/2025,Snickers 1 box,152343,152438,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,1.79,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,SALE,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,113,,4/29/2025,Snickers 1 box,152444,152518,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,0.2,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,SALE,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,1.59,1,0.2,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,114,,4/29/2025,Snickers 1 box,162618,162641,VOIDED,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,1.79,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,SALE,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,115,1295,4/29/2025,Original Cheese Crackers 14.4 ox,194316,194347,SALE,1,7,Programmer,Mike Bedingfield,2,6153514266,NULL,NULL,NULL,241001068,1,1,1.9,0,3.99,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,REG,Original Cheese Crackers 14.4 ox,0,0,0,0,0,0,0,10,Snacks,Grocery,NULL,NULL,0,0,0.5,0,1.59,1,1.9,TN,123 asy St,Nashville,TN,37206,5555555555,Cheez-It®,14.4 ox,0,0,NULL
725,902,mikes playground,116,1295,4/29/2025,Avacado ,195437,195507,SALE,1,7,Programmer,Mike Bedingfield,2,6153514266,473 rockwood Dr,Hermitage,37076,4046,4,1,0.98,0,0.98,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,REG,Avacado ,0,1,0,0,0,0,0,11,SCO,Produce,1,Meat Vendor,0,0,0,0,0,1,0.98,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,117,3,4/29/2025,Hamburger Helper ,205244,205522,SALE,1,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,160004131,1,1,3.59,0,3.59,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,REG,Hamburger Helper ,0,0,0,0,0,0,0,5,Dinner Items,Grocery,NULL,NULL,0,0,0,0,0,1,3.59,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,118,,4/29/2025,Grapes ,210512,210641,SALE,1,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,4022,4,1,2.49,1.25,1.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,REG,Grapes ,0,1,0,0,0,0,0,11,SCO,Produce,1,Meat Vendor,0,0,0,0,0,1,2.49,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,119,3,4/29/2025,1 GL Milk ,210805,210856,SALE,1,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,1111040101,5,1,3.29,0,3.29,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,REG,1 GL Milk ,0,0,0,0,0,0,0,11,SCO,Dairy,NULL,NULL,0,0,0,0,0,1,3.29,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,120,3,4/29/2025,Bologna ,210959,211043,SALE,1,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,20000800000,3,1,1.11,1.25,0.89,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,REG,Bologna ,0.69,1,0,0,0,0,0,4,Cut Meat,Meat,1,Meat Vendor,0,0,0,0,0,1,1.11,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,120,3,4/29/2025,Boneless Chicken Breasts ,210959,211043,SALE,2,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,20000900000,3,1,22.16,1.35,14.49,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,REG,Boneless Chicken Breasts ,13.29,1,0,0,3.1,0,0,4,Cut Meat,Meat,1,Meat Vendor,0,0,0,0,1.59,1,22.16,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,3.1
725,902,mikes playground,119,3,4/29/2025,Ketchup 12 ea,210805,210856,SALE,2,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,1111102545,1,1,3.59,0,3.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Ketchup 12 ea,2.99,1,0,0,0,0,0,15,condiments,Grocery,1,Meat Vendor,0,0,0,0,0,1,3.59,TN,123 asy St,Nashville,TN,37206,5555555555,mikto,12 ea,0,0,NULL
725,902,mikes playground,118,,4/29/2025,Pork Chops  ,210512,210641,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,20000100000,3,1,10.3,0.7932,14.99,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,REG,Pork Chops  ,12.95,1,0,0,0,0,0,4,Cut Meat,Meat,1,Meat Vendor,0,0,0,0,1.59,1,10.3,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,117,3,4/29/2025,Hamburger Patties ,205244,205522,SALE,2,7,Programmer,cindy  Crawford,2,NULL,75 West End,Nashville,37206,1111096731,3,1,5.4,0,6.99,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,REG,Hamburger Patties ,0,0,0,0,0,0,0,16,meat,Meat,NULL,NULL,0,0,0,0,1.59,1,5.4,TN,123 asy St,Nashville,TN,37206,5555555555,,,10,0,NULL
725,902,mikes playground,116,1295,4/29/2025,Grapes ,195437,195507,SALE,2,7,Programmer,Mike Bedingfield,2,6153514266,473 rockwood Dr,Hermitage,37076,4022,4,1,0.5,0.25,1.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,REG,Grapes ,0,1,0,0,0,0,0,11,SCO,Produce,1,Meat Vendor,0,0,0,0,0,1,0.5,TN,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,115,1295,4/29/2025,Cash,194316,194347,SALE,2,7,Programmer,Mike Bedingfield,2,6153514266,NULL,NULL,NULL,NULL,NULL,1,2.09,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,2.09,TN,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,114,,4/29/2025,Cancel order,162618,162641,VOIDED,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1.79,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cancel order,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,113,,4/29/2025,Whoppers 1 box,152444,152518,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0.19,0,0,1,2,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,112,,4/29/2025,Whoppers 1 box,152343,152438,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0.19,0,0,1,2,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,111,,4/29/2025,Cash,152318,152329,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1.79,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,110,,4/29/2025,Cash,151821,151828,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1.79,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1.79,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,109,,4/29/2025,Cash,151603,151609,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1.99,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1.99,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,108,,4/29/2025,Snickers 1 box,150502,150635,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002441,1,1,2.01,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Snickers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0,0.18,0,1,2.01,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,107,,4/29/2025,Whoppers 1 box,145743,150302,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2.3,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,-0.11,0.2,0,0,0,1,2.3,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,106,,4/29/2025,Whoppers 1 box,145114,145148,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2.19,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0,0.2,0,0,0,1,2.19,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,105,,4/29/2025,Whoppers 1 box,144453,144544,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,1070002440,1,1,2.1,0,2.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,Whoppers 1 box,39.99,24,0,0,0,0,0,14,Data Testing,Grocery,2,Warehouse,0.29,0,0,0,0,1,2.1,NULL,123 asy St,Nashville,TN,37206,5555555555,Hersheys,1 box,0,0,NULL
725,902,mikes playground,104,,4/29/2025,Choc Pop Tarts 13 ,140828,141207,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,13,1,1,2.99,0,2.99,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,REG,Choc Pop Tarts 13 ,2.99,1,0,0,0,0,0,2,Breakfast,Grocery,2,Warehouse,0,0,0,0,0,1,2.99,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,103,,4/29/2025,Cash,140434,140505,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,9.7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,9.7,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,102,,4/29/2025,Cash,135431,135703,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2.51,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,2.51,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,100,,4/29/2025,Cash,135316,135401,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,18.65,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,18.65,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,99,,4/29/2025,Cash,135008,135011,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,-14.26,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,-14.26,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,98,,4/29/2025,Duracell Batteries ,134032,134322,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,4133382501,2,-1,-7.99,0,7.99,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,REG,Duracell Batteries ,0,0,0,9,0,0,0,11,SCO,Non Food,NULL,NULL,0,0,0,0,0,-1,-7.99,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,97,,4/29/2025,Boxed Potates 16 oz,132928,133002,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,160002855,1,1,1.5,0,1.5,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,REG,Boxed Potates 16 oz,0,0,1,0,0,0,0,11,SCO,Grocery,NULL,NULL,0,0,0,0,0,1,1.5,NULL,123 asy St,Nashville,TN,37206,5555555555,Betty Crocker,16 oz,0,0,NULL
725,902,mikes playground,96,,4/29/2025,Cash,110220,110236,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,94,,4/29/2025,Cash,94904,94907,SALE,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3.28,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,3.28,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
725,902,mikes playground,95,,4/29/2025,this%has%percent%signs ,104656,104711,VOIDED,2,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,14,1,1,3.29,0,3.29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,this%has%percent%signs ,0,1,0,0,0,0,0,NULL,NULL,Grocery,1,Meat Vendor,0,0,0,0,0,1,3.29,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,95,,4/29/2025,single%sign+plus ,104656,104711,VOIDED,3,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,15,1,1,2.99,0,2.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,REG,single%sign+plus ,0,1,0,0,0,0,0,NULL,NULL,Grocery,1,Meat Vendor,0,0,0,0,0,1,2.99,NULL,123 asy St,Nashville,TN,37206,5555555555,,,0,0,NULL
725,902,mikes playground,97,,4/29/2025,Cash,132928,133002,SALE,3,7,Programmer,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,,Cash,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,NULL,123 asy St,Nashville,TN,37206,5555555555,NULL,NULL,0,0,NULL
